Description,Price,Rating,Review,Size,Discount,Price Before Discount
Smartron t.book flex Core m3 7th Gen - (4 GB/128 GB SSD...,"₹42,990",3.5,(25),"12.2 inch, Orange, 1.38 kg",6% off,"₹45,990"
Smartron t.book flex Core i5 7th Gen - (4 GB/128 GB SSD...,"₹52,990",3.9,(28),"12.2 inch, Orange, 1.38 kg",5% off,"₹55,999"
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
Smartron t.book flex Core i5 7th Gen - (4 GB/128 GB SSD...,"₹52,990",3.5,(30),"12.2 inch, Black, 1.38 kg",5% off,"₹55,999"
HP 14q APU Dual Core A9 A9-9425 - (4 GB/256 GB SSD/Wind...,"₹28,462",4.1,"(12,976)","14 inch, Jet Black, 1.47 kg",No discount available,No previous price available
HP Pavilion Laptop 15-eg Core i5 11th Gen - (16 GB/512 ...,"₹88,000",4.4,(390),"15.6 inch, Natural Silver, 1.75 kg, With MS Office",1% off,"₹89,000"
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
ASUS Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home)...,"₹43,290",No rating available,No review available,"15.6 inch, Transparent Silver, 1.6 kg, With MS Office",16% off,"₹51,990"
Lenovo Ideapad 3 Core i5 10th Gen - (4 GB/1 TB HDD/Wind...,"₹56,000",3.6,(396),"15.6 inch, Platinum Grey, 1.85 kg, With MS Office",13% off,"₹65,000"
DELL Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home)...,"₹44,490",3,(4),"15.6 inch, Black, With MS Office",1% off,"₹44,990"
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
Lenovo Yoga Slim 7 Core i7 11th Gen - (16 GB/1 TB SSD/W...,"₹1,02,990",4.1,(10),"14 inch, Slate Grey, 1.36 Kg, With MS Office",1% off,"₹1,04,033"
Lenovo Core i3 11th Gen - (4 GB/1 TB HDD/DOS) V15 ITL G...,"₹43,480",2.6,(8),"15 inch, Iron Grey, 1.7 kg",No discount available,No previous price available
acer Aspire 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows...,"₹49,999",3.2,(26),"15.6 inch, Charcoal Black, 1.9 kg",11% off,"₹56,491"
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
ASUS Zenbook Flip 13 OLED Touch Panel Core i5 11th Gen ...,"₹89,990",3.3,(8),"13.3 inch, Pine Grey, 1.30 KG, With MS Office",22% off,"₹1,15,990"
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows ...,"₹73,063",3.2,(17),"14 inch, Matt Black, 1.46 kg",5% off,"₹76,990"
Lenovo Ideapad Slim 3i Core i3 10th Gen - (4 GB/1 TB HD...,"₹41,800",3.4,(308),"15.6 inch, Platinum Grey, 1.85 kg, With MS Office",7% off,"₹45,000"
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
acer Nitro Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD...,"₹69,990",3.3,(7),"15.6 inch, Shale Black, 2.4 kg",30% off,"₹1,00,000"
Lenovo v15 Core i3 10th Gen - (4 GB/1 TB HDD/DOS) V15-I...,"₹39,999",3.1,(7),"15.6 inch, Grey, 2.2 kg",9% off,"₹43,999"
HP Ryzen 3 Hexa Core 4th Gen - (8 GB/512 GB SSD/Windows...,"₹68,480",No rating available,No review available,"15.6 inch, Shadow Black, With MS Office",12% off,"₹78,360"
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
BUILDSKILL Heavy Duty 8  Socket Extension Boards,₹249,3.7,"(1,859)",White,75% off,₹999
HAVELLS 6A Four-Way Extension Board 4  Socket Extension...,₹279,4.4,"(22,896)",White,46% off,₹520
HP V236w 32 GB Pen Drive,₹369,4.2,"(49,178)",Silver,50% off,₹750
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
HP v150w 32 GB Pen Drive,₹359,4,"(6,071)","Blue, Black",48% off,₹700
SanDisk Cruzer Blade USB 2.0 32 GB Flash Pen Drive,₹359,4.3,"(2,44,527)","Black, Red",63% off,₹978
DELL MS 116 Wired Optical Mouse,₹279,4.4,"(53,027)","USB, Black",38% off,₹450
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
HP x1000 Wired Optical Mouse,₹279,4.3,"(47,080)","USB 2.0, Black",30% off,₹399
HP V236w 64 GB Pen Drive,₹699,4.1,"(5,641)",Silver,53% off,"₹1,500"
SanDisk SDCZ48-064G-135/I35 64 GB Pen Drive,₹649,4.3,"(14,354)",Black,50% off,"₹1,300"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
SanDisk SDCZ50-064g-I35 /SDCZ50-064g-B35 64 GB Pen Driv...,₹569,4.2,"(92,793)","Black, Red",68% off,"₹1,799"
ZEBRONICS ZEB-RISE Wired Optical Mouse,₹149,4.1,"(13,948)","USB 2.0, Black",34% off,₹229
ZEBRONICS Zeb-Power Wired Optical Mouse,₹149,4.1,"(6,382)","USB 2.0, Black",40% off,₹249
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
DELL KM117 Wireless Laptop Keyboard,"₹1,199",4.4,"(46,940)",Black,40% off,"₹1,999"
Lenovo KB MICE_BO 300 USB Mouse Wired Optical Mouse,₹249,4.4,"(5,743)","USB 2.0, Black",35% off,₹389
Lenovo 300 Wireless Optical Mouse,₹549,4.5,"(12,661)","USB 2.0, Black",45% off,₹999
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
HP 250 Wireless Optical Mouse,₹699,4.5,"(11,257)","2.4GHz Wireless, Black",30% off,₹999
SanDisk Ultra USB3.0 32 GB Pen Drive,₹429,4.3,"(63,915)",Black,42% off,₹750
ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,₹249,4.2,"(32,405)",Black,28% off,₹349
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
SanDisk SDDDC2-064G-I35 64 GB OTG Drive,₹845,4.3,"(22,253)","Black, Type A to Type C",48% off,"₹1,650"
SanDisk Ultra Dual Drive M3.0 32 GB OTG Drive,₹499,4.3,"(2,51,206)","Black, Type A to Micro USB",41% off,₹850
Syska Power Wheel 3  Socket Extension Boards,₹229,4.3,"(82,631)","Grey, White",14% off,₹269
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
Gold Medal Spice 1  Socket Extension Boards,₹99,4.4,"(5,426)",Multicolor,23% off,₹130
SanDisk SDDD3-032G-I35GW 32 GB OTG Drive,₹499,4.3,"(72,827)","Gold, Type A to Micro USB",41% off,₹850
"Crucial BX500 240 GB Laptop, Desktop Internal Solid Sta...","₹2,349",4.5,"(4,011)",No size available,38% off,"₹3,800"
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
Flipkart SmartBuy Slim 1.8Mtr High Speed Ethernet 10.2 ...,₹159,4.3,"(2,341)","Compatible with Mp3, Gaming Device, Mobile, Tablet, Laptop, Black, One Cable",77% off,₹699
LIVIK NEW Clip Microphone For Youtube | Collar Mike for...,₹199,3.8,(463),Black,80% off,₹999
Gold Medal G-Dial 2 Pin 3  Socket Extension Boards,₹179,4.3,"(4,213)","Red, White",43% off,₹315
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
SanDisk SDDDC2-128G-I35 128 GB OTG Drive,"₹1,339",4.3,"(14,233)","Silver, Black, Type A to Type C",54% off,"₹2,950"
Logitech M-171 Wireless Optical Mouse,₹549,4.5,"(29,615)","2.4GHz Wireless, Black, Blue",35% off,₹845
ANCHOR Anchor 5219 3  Socket Extension Boards,₹279,4.3,"(21,849)",White,22% off,₹359
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
HP 1000 Wired Optical Mouse,₹259,4.3,"(33,994)","USB 3.0, USB 2.0, Black",35% off,₹399
Flipkart SmartBuy Turbo Wireless Mouse,₹349,4.4,"(24,160)","2.4GHz Wireless, Silver, Black",56% off,₹799
Flipkart SmartBuy Turbo Wireless Mouse,₹349,4.4,"(24,160)","2.4GHz Wireless, Black, Grey",56% off,₹799
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
Logitech M-171 Wireless Optical Mouse,₹549,4.5,"(29,615)","2.4GHz Wireless, Black, Grey",35% off,₹845
Gizga Essentials Professional 6-IN-1 Cleaning Kit for C...,₹249,4,"(5,637)",GZ-CK-104,75% off,₹999
"spincart 3 in 1 Screen Cleaning Set for PC, Laptops, Mo...",₹163,4.1,"(10,457)",klc-1005,59% off,₹399
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
SanDisk SDDD3-064G-I35GW 64 GB OTG Drive,₹699,4.3,"(44,709)","Gold, Type A to Micro USB",50% off,"₹1,400"
DELL WM118 Wireless Optical Mouse,₹589,4.5,"(25,122)","2.4GHz Wireless, USB, Black",41% off,₹999
SanDisk SDDDC4-064G-I35 64 GB OTG Drive,₹989,4.3,"(6,215)","Silver, Type A to Type C",47% off,"₹1,900"
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
Flipkart SmartBuy YKM3136 Wired USB Laptop Keyboard and...,₹479,4.3,"(5,449)",Black,56% off,"₹1,099"
SanDisk SDDDC4-128G-I35 128 GB OTG Drive,"₹1,449",4.3,"(6,437)","Silver, Type A to Type C",51% off,"₹3,000"
SanDisk Ultra Dual SDDD3-064G-I35 64 GB OTG Drive,₹699,4.3,"(88,500)","Black, Type A to Micro USB",64% off,"₹1,944"
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
"Tizum Slim 1.8Mtr/5.90ft High Speed Ethernet 10.2 Gbps,...",₹159,4.3,"(4,767)","Compatible with Mp3, Gaming Device, Mobile, Tablet, Laptop, Black, One Cable",77% off,₹699
Flipkart SmartBuy E703T Wireless Optical Mouse  with Bl...,₹499,4.5,(530),Blue,25% off,₹669
SanDisk Ultra Luxe USB 3.1 128 GB Pen Drive,"₹1,249",4.4,(13),Silver,7% off,"₹1,349"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
SanDisk Ultra Luxe USB 3.1 64 GB Pen Drive,₹749,4.3,(10),Silver,7% off,₹809
SanDisk Ultra Luxe USB 3.1 256 GB Pen Drive,"₹2,399",3.8,(5),Silver,5% off,"₹2,539"
SanDisk Ultra Luxe USB 3.1 32 GB Pen Drive,₹539,3.8,(11),Silver,84% off,"₹3,448"
HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/...,"₹58,990",4.5,(16),"14 inch, Natural Silver, 1.41 Kg, With MS Office",13% off,"₹67,931"
Flipkart SmartBuy KG3616 Wireless Laptop Keyboard,"₹1,099",4.3,(92),Black,63% off,"₹2,999"
Flipkart SmartBuy M7012 Wireless Optical Mouse,₹299,4.2,"(14,302)","2.4GHz Wireless, Black",62% off,₹799
HP 200 Wireless Optical Mouse,₹549,4.4,"(5,712)","2.4GHz Wireless, Silver",31% off,₹800
HP Pavilion Gaming Ryzen 5 Hexa Core 4600H - (8 GB/1 TB...,"₹53,990",4.3,(761),"15.6 inch, Shadow Black, 2.04 kg",20% off,"₹68,192"
HP 150 Wired Mouse Wired Optical Mouse,₹279,4.3,(326),"USB 2.0, Black",30% off,₹399
Anchor By Panasonic Spike Guard- 4 Universal Socket Shu...,₹349,4.3,"(12,053)",White,40% off,₹588
ZEBRONICS JUDWAA 750 Wired USB Desktop Keyboard,₹399,4.1,"(3,804)",Black,27% off,₹549
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
Gold Medal Sliq 2 Pin 3  Socket Extension Boards,₹279,4.3,(304),"White, Red",17% off,₹338
Gold Medal I-Strip Led 6  Socket Extension Boards,₹499,4.5,"(9,131)",White,44% off,₹903
Lenovo mice_bo 400 mouse(model l300) Wireless Optical M...,₹689,4.5,"(2,222)","2.4GHz Wireless, Black",51% off,"₹1,416"
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
"VIBOTON 1200MBPS Mini Wireless Driver Free USB Adapter,...",₹361,4.2,(865),Black,63% off,₹999
Flipkart SmartBuy V8 Wireless Optical Mouse,₹399,4.6,(660),"2.4GHz Wireless, Pink",60% off,₹999
Flipkart SmartBuy V8 Wireless Optical Mouse,₹399,4.6,(660),"2.4GHz Wireless, Green",60% off,₹999
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
Flipkart SmartBuy V8 Wireless Optical Mouse,₹399,4.6,(660),"2.4GHz Wireless, Blue",60% off,₹999
Gold Medal I-Design 4x1 4  Socket Extension Boards,₹389,4.5,"(5,220)","White, Red",25% off,₹520
"Gadget Deals 3 in 1 Screen Cleaning Set for PC, Laptops...",₹139,4,(645),3-in-1,72% off,₹499
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
iTronix i-Desk Anodized Aluminium Laptop Stand,₹499,4.4,"(1,409)",No size available,68% off,"₹1,599"
ZEBRONICS ZEB-HAA3020 3 m HDMI Cable,₹399,4.5,(429),"Compatible with TV, Set Up Box, Laptop, Black, One Cable",55% off,₹899
DELL KB 216 Wired USB Desktop Keyboard,₹579,4.4,"(14,471)",Black,42% off,₹999
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
Terabyte 4 Port USB HUB SuperSpeed 3.0 Portable Mini-Hu...,₹287,4,"(1,800)",Black,71% off,₹999
PHILIPS Surge Protector 3  Socket Extension Boards,₹399,4.3,"(3,594)",White,55% off,₹899
Logitech Mk235 Mouse & Wireless Laptop Keyboard,"₹1,195",4.3,"(14,035)",Black & Gray,42% off,"₹2,095"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
ANCHOR 5208 3  Socket Extension Boards,₹219,4.2,"(5,976)",White,26% off,₹297
NOCKOUT Designer Mouse Pad Non-Slip Rubber Base Mouse p...,₹159,4.4,"(2,115)",Black,68% off,₹499
HP 100 Wired USB Desktop Keyboard,₹579,4.4,"(7,099)",Black,27% off,₹799
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
DELL Genuine External USB Slim DVD+/-RW 5MMCG Optical D...,"₹1,999",4.3,"(1,021)",Black,66% off,"₹5,999"
HP v150W PENDRIVE 64 GB Pen Drive,₹658,4.1,"(2,105)","Blue, Black",53% off,"₹1,400"
kunal 4+4 Extension Board 4 Socket Extension Boards 2 M...,₹168,4,(7),Black,71% off,₹589
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
AJRO DEAL 3.5mm Clip Microphone For Youtube | Collar Mi...,₹170,3.5,(977),Black,78% off,₹799
SanDisk SDCZ71-064G-I35 64 GB Pen Drive,₹599,4.2,(715),Grey,50% off,"₹1,200"
ZEBRONICS Zeb- DLK01 Multimedia Keyboard Wired USB Desk...,₹499,4.3,"(1,873)",White,28% off,₹699
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
NOCKOUT Designer Mouse Pad Non-Slip Rubber Base Mouse p...,₹159,4.4,(910),Multicolor,68% off,₹499
SanDisk SDCZ48-128G-I35 128 Pen Drive,"₹1,099",4.3,"(2,027)",Black,56% off,"₹2,500"
Logitech K380 Bluetooth Tablet Keyboard,"₹2,795",4.6,"(1,539)",Rose,12% off,"₹3,195"
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
"Gadget Deals Semi Hard, ShockProof, WaterProof (with la...",₹179,4.3,"(9,797)","For Seagate, Toshiba, WD, Sony, Transcend, Lenovo, ADATA, HP & Hitachi 2.5 inch External Hard Disks, Black",82% off,₹999
Gold Medal Dazzle 3pin 3  Socket Extension Boards,₹279,4.3,(69),"White, Red",29% off,₹395
Gold Medal Dazzle 2pin 3  Socket Extension Boards,₹229,4.3,(504),"White, Red",27% off,₹315
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
ZEBRONICS KM-2100 Wired USB Desktop Keyboard,₹249,4,"(4,896)",Black,37% off,₹399
"Flipkart SmartBuy K931T Bluetooth, Wireless Multi-devic...","₹1,299",4.6,(42),Sky Blue,56% off,"₹2,999"
"Cablet 3030-18 - 3 Universal Socket, 3 Switch and 1.8m ...",₹549,4.5,(39),White,14% off,₹645
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
Gold Medal 360° Power Strip 6  Socket Extension Boards,₹349,4.6,"(2,486)","White, Red",45% off,₹645
Syska Power Wheel 3  Socket Extension Boards,₹229,4.2,"(3,322)","White, Blue",16% off,₹275
Syska Syska Power Wheel 3  Socket Extension Boards,₹249,4.2,"(3,322)","White, Red",9% off,₹275
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
Naad NS-800 Broadcasting Studio Recording Condenser Mic...,"₹2,189",3.7,(46),Black,68% off,"₹6,999"
Logitech M220 Silent Wireless Optical Mouse,₹649,4.5,"(1,139)","USB, Grey",40% off,"₹1,098"
"Afpin Set of 2 Light + Fan Portable & Flexible USB Fan,...",₹192,3.8,(280),Multicolor,75% off,₹799
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
Logitech MK240 Wireless Keyboard and Mouse Combo,"₹1,495",4.4,"(39,678)",Black&Chartreuse Yellow,25% off,"₹1,995"
Afpin Multicolor Usb Light & 5W Usb Bulb Combo of Porta...,₹162,3.9,(609),Multicolor,87% off,"₹1,299"
Logitech Pebble M350 Wireless Optical Mouse  with Bluet...,"₹1,495",4.7,"(1,598)",Rose,25% off,"₹1,995"
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
Logitech M171 Wireless Optical Mouse,₹549,4.5,"(29,615)","2.4GHz Wireless, Red",35% off,₹845
Logitech M221 Silent Charcoal Wireless Optical Mouse,₹699,4.5,"(2,431)","USB 2.0, Black",46% off,"₹1,295"
Bestor Aluminium Laptop Stand Adjustable Computer Stand...,₹598,4.3,(232),No size available,70% off,"₹1,999"
Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Wi...,"₹67,990",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",40% off,"₹1,15,167"
Bestor Aluminum Alloy Adjustable Portable Foldable Lapt...,₹580,4.3,(232),No size available,63% off,"₹1,599"
Flipkart SmartBuy V8 Wireless Optical Mouse,₹399,4.6,(660),"2.4GHz Wireless, Grey",60% off,₹999
NOCKOUT Gaming Mouse Pad Non-Slip Rubber Base Mouse pad...,₹159,4.4,"(3,872)",Red,68% off,₹499
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/W...,"₹1,40,131",No rating available,No review available,"15 inch, Mineral grey, 1.7 kg, With MS Office",No discount available,No previous price available
SanDisk SDCZ73-032G-I35 32 Pen Drive,₹469,4.3,"(2,907)","Silver, Black",41% off,₹800
Flipkart SmartBuy KM-206W Wireless Laptop Keyboard,₹499,4.3,"(6,736)",Matte Black,66% off,"₹1,499"
BUILDSKILL Heavy Duty 4  Socket Extension Boards,₹379,3.6,(130),White,62% off,₹999
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Wi...,"₹64,990",4.5,(55),"15.6 inch, Black, 2.35 Kg",22% off,"₹83,990"
mobspy 3.5mm Clip Microphone For Youtube | Collar Mic f...,₹240,3.4,"(40,223)",Silver,75% off,₹999
Flipkart SmartBuy FKCPK17 2 Fan Cooling Pad,₹499,4.2,"(7,655)",Black,61% off,"₹1,299"
"Afpin 1.4v For 3d/led/plasma Tv, Heavy Male to Male 1.5...",₹143,4.3,(89),"Compatible with Mobile, Laptop, Tablet, Mp3, Gaming Device, Black",76% off,₹599
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SS...,"₹54,990",4.5,"(1,883)","15.6 inch, Black, 2.15 kg",38% off,"₹89,000"
"ProDot 3 in 1 combo (keyboard,mouse,mousepad) Combo Set",₹509,4,(86),"Black, Multicolor",49% off,₹999
"Terabyte HDMI Cable 5 Mtr Supports 4K@60HZ, FullHD, Ult...",₹217,4.3,(258),"Compatible with pc, laptop, Black, One Cable",78% off,₹999
Lenovo 130 Wireless Optical Mouse,₹499,4.4,(234),"2.4GHz Wireless, Black",57% off,"₹1,175"
ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Oct...,"₹1,54,990",4.6,(113),"15.6 inch, Original Black, 2.50 kg, With MS Office",25% off,"₹2,07,990"
SanDisk SDCZ430-064G-I35 64 GB Pen Drive,₹659,4.3,"(1,071)",Black,49% off,"₹1,300"
SanDisk SDCZ73-128G-I35 128 Pen Drive,"₹1,149",4.2,"(1,145)","Silver, Black",56% off,"₹2,650"
ZEBRONICS Adjustable ZEB-NS2000 Laptop Stand,₹849,4.3,(309),No size available,43% off,"₹1,499"
Lenovo Thinkbook Core i3 11th Gen - (8 GB/512 GB SSD/Wi...,"₹47,990",4.6,(7),"15 inch, Mineral Grey, 1.7 kg",34% off,"₹72,850"
gyzmofreakz 3.5mm Clip Microphone For Youtube | Collar ...,₹147,3.4,"(1,084)",Black,78% off,₹672
ZEBRONICS Crystal Clear  Webcam,₹649,3.6,"(5,350)",Black,50% off,"₹1,299"
SanDisk SDCZ73-032G-I35 32 GB Pen Drive,₹489,3.9,(82),"Silver, Black",43% off,₹858
Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/...,"₹1,07,990",No rating available,No review available,"14 inch, Mineral Grey, 1.5 kg, With MS Office",1% off,"₹1,09,696"
"WD Blue 1 TB Laptop, Desktop Internal Solid State Drive...","₹8,299",4.3,(120),No size available,56% off,"₹19,000"
VIBOTON USB Hub 8 Port USB Hub Extension 8 Port for lap...,₹402,4,(5),"Black, White",59% off,₹999
Sanhan ELECTRIC BOARD EXTENSION CORD POWER STRIP SURGE ...,₹249,3.7,(12),Blue,64% off,₹699
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows...,"₹59,990",4.5,(112),"14 Inch, Natural Silver, 1.41 Kg, With MS Office",14% off,"₹69,999"
boAt aux 500-1.5 1.5 m AUX Cable,₹349,4.4,"(4,894)","Compatible with Mobile, Laptop, Tablet, Mp3, Gaming Device, Grey, One Cable",12% off,₹399
REDCOP Isopropyl Alcohol 99.9% Pure Rubbing Alcohol [(C...,₹199,4.7,(87),RC-iso Propyl,60% off,₹499
"WD WD Blue SN550 500 GB Desktop, Laptop Internal Solid ...","₹4,789",4.5,"(1,149)",No size available,45% off,"₹8,800"
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB...,"₹1,41,990",4.2,(22),"15.6 inches, Moonlight White, 1.90 kg, With MS Office",25% off,"₹1,89,990"
SONY Micro Vault 32GB Pendrive USB Flash Metal Drive US...,₹565,4.2,"(1,088)",Silver,43% off,"₹1,000"
Gizga Essentials Professional 3-in-1 Cleaning Kit for C...,₹199,4.2,(61),GZ-CK_101,60% off,₹499
LAPCARE DCX-A101 Laptop Stand,₹848,5,(4),No size available,15% off,₹999
Lenovo Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB...,"₹99,990",No rating available,No review available,"15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office",27% off,"₹1,38,490"
"Ranz Cleaning kit 007 for Computers, Laptops, Mobiles",₹145,4,"(2,323)",007,51% off,₹299
"WD Green 480 GB Laptop, Desktop Internal Solid State Dr...","₹4,499",4.4,(308),No size available,21% off,"₹5,700"
SrO Collar Mic 3.5mm Clip-on Mini Lapel Lavalier Microp...,₹151,3.5,(468),Black,85% off,"₹1,049"
